Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Average n,Effect type,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahi Coryphaena hippurus",Mar Ecol Prog Ser,2.619,2.276,60,Weak,Coryphaena hippurus,Subtrop,No,-,"Max velocity, 770 uatm",Larvae,60,6.35,0.538,60,5.448,0.538
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahi Coryphaena hippurus",Mar Ecol Prog Ser,2.619,2.276,60,Weak,Coryphaena hippurus,Subtrop,No,-,"Max velocity, 1460 uatm",Larvae,60,6.35,0.538,60,4.911,0.288
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahi Coryphaena hippurus",Mar Ecol Prog Ser,2.619,2.276,60,Weak,Coryphaena hippurus,Subtrop,No,-,"Mean velocity, 770 uatm",Larvae,60,0.563,0.06,60,0.482,0.066
a26,Bignami et al,2014,2014,"Effects of ocean acidification on the larvae of a high-value pelagic fisheries species, mahi-mahi Coryphaena hippurus",Mar Ecol Prog Ser,2.619,2.276,60,Weak,Coryphaena hippurus,Subtrop,No,-,"Mean velocity, 1460 uatm",Larvae,60,0.563,0.06,60,0.445,0.072
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,No,-,"Prop change line crosses, Day 1, sham",Juvenile,14,-0.033,0.2881,14,0.036,0.2993
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,No,-,"Prop change feeding strikes, Day 1, sham",Juvenile,14,0.054,0.1796,14,-0.051,0.202
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change line crosses, Day 1, predator",Juvenile,14,0.382,0.2133,14,0.095,0.2582
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change feeding strikes, Day 1, predator",Juvenile,14,0.463,0.2507,14,0.082,0.4939
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,No,-,"Prop change line crosses, Day 5, sham",Juvenile,14,0.061,0.2058,14,-0.075,0.1684
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,No,-,"Prop change feeding strikes, Day 5, sham",Juvenile,14,0.043,0.1871,14,0.021,0.1983
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change line crosses, Day 5, predator",Juvenile,14,0.454,0.2582,14,0.064,0.1833
a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus amboinensis,Trop,Yes,Predator,"Prop change feeding strikes, Day 5, predator",Juvenile,14,0.573,0.126,14,0.021,0.2487
a28,Domenici et al,2014,2014,Shifting from Right to Left: The Combined Effect of Elevated CO2 and Temperature on Behavioural Lateralization in a Coral Reef Fish,PLOS One,3.234,2.766,50,Strong,Pomacentrus wardi,Trop,No,-,Absolute lateralization,Larvae,58,31.896,24.5304,42,28.104,24.912
a29,Green & Jutfelt,2014,2014,Elevated carbon dioxide alters the plasma composition and behaviour of a shark,Biol Lett,3.248,3.345,7,Strong,Scyliorhinus canicula,Subtrop,No,-,Absolute lateralization,Adult,7,14.459,10.1491,10,30.098,19.5397
a29,Green & Jutfelt,2014,2014,Elevated carbon dioxide alters the plasma composition and behaviour of a shark,Biol Lett,3.248,3.345,7,Strong,Scyliorhinus canicula,Subtrop,No,-,No. swimming events,Adult,6,11.659,2.8659,5,5.582,2.0125
a30,Hamilton et al,2013,2014,CO2-induced ocean acidification increases anxiety in Rockfish via alteration of GABAA receptor functioning,Proc R Soc B,5.292,4.847,11,Strong,Sebastes diploproa,Deep,Yes,Shelter,% time in dark zone,Juvenile,15,457.613,370.811,15,750.617,204.0094
a30,Hamilton et al,2013,2014,CO2-induced ocean acidification increases anxiety in Rockfish via alteration of GABAA receptor functioning,Proc R Soc B,5.292,4.847,11,Strong,Sebastes diploproa,Deep,Yes,Shelter,Time near object,Juvenile,7,176.471,186.2926,8,298.529,232.9295
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Predator,% time in predator cue (Fig 1a),Juvenile,10,0.0001,0.0003,10,97.758,5.6731
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Predator,% time in predator cue (Fig 1a),Juvenile,20,0.0001,0.0004,20,90.583,4.0115
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Predator,% time in predator cue (Fig 1a),Juvenile,10,0.0001,0.0003,10,94.619,7.0898
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Predator,% time in predator cue (Fig 1a),Juvenile,10,0.0001,0.0003,10,98.655,1.4167
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Physical Seawater,% time in control cue (Fig 1b),Juvenile,10,94.681,4.4841,10,48.936,3.3647
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Physical Seawater,% time in control cue (Fig 1b),Juvenile,20,93.618,5.0133,20,50.355,4.7584
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Physical Seawater,% time in control cue (Fig 1b),Juvenile,10,91.489,2.2421,10,49.291,2.2421
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Physical Seawater,% time in control cue (Fig 1b),Juvenile,10,91.489,3.3647,10,50.709,3.3647
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Habitat,% time in benthic control (Fig 1c),Juvenile,10,93.798,3.6777,10,50,3.6777
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Habitat,% time in benthic control (Fig 1c),Juvenile,20,93.023,6.9318,20,50.388,3.4659
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Habitat,% time in benthic control (Fig 1c),Juvenile,10,90.698,2.4508,10,51.163,2.4508
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Habitat,% time in benthic control (Fig 1c),Juvenile,10,91.473,3.6777,10,50,1.227
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Shelter,Mean % time in shelter,Juvenile,10,89.362,6.7293,10,8.511,13.4555
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Shelter,Mean % time in shelter,Juvenile,10,88.652,11.2134,10,6.383,11.2134
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Shelter,Mean % time in shelter,Juvenile,10,84.397,11.2134,10,0.0001,0.0003
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Shelter,Mean % time in shelter,Juvenile,10,80.142,17.9428,10,0.0001,0.0003
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,67.273,57.4965,10,20.909,28.7483
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,63.636,63.2456,10,13.636,17.2502
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,15.455,20.1247,10,146.364,20.1247
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,32.747,28.7483,10,168.182,22.9992
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Shelter,Max distance from shelter,Juvenile,10,7.421,7.1531,10,16.561,1.7171
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Shelter,Max distance from shelter,Juvenile,10,7.421,7.1531,10,15.475,1.4293
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Shelter,Max distance from shelter,Juvenile,10,7.149,1.4293,10,18,0.0003
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Shelter,Max distance from shelter,Juvenile,10,5.701,2.2895,10,18,0.0003
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus aruanus,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,6.216,1.423,10,1.396,1.1384
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus moluccensis,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,6.081,1.1384,10,1.216,0.9961
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Apogon cyanosoma,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,7.613,1.7108,10,1.441,1.2807
a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus quinquelineatus,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,7.658,0.8538,10,0.901,1.423
a32,Pimentel et al,2014,2014,Impact of ocean acidification in the metabolism and swimming behavior of the dolphinfish (Coryphaena hippurus) early larvae,Mar Biol,2.391,2.215,10,Strong,Coryphaena hippurus,Subtrop,No,-,Swimming duration,Larvae,10,1.094,0.248,10,0.553,0.135
a32,Pimentel et al,2014,2014,Impact of ocean acidification in the metabolism and swimming behavior of the dolphinfish (Coryphaena hippurus) early larvae,Mar Biol,2.391,2.215,10,Strong,Coryphaena hippurus,Subtrop,No,-,% active,Larvae,10,1.809,0.408,10,0.922,0.23
a32,Pimentel et al,2014,2014,Impact of ocean acidification in the metabolism and swimming behavior of the dolphinfish (Coryphaena hippurus) early larvae,Mar Biol,2.391,2.215,10,Strong,Coryphaena hippurus,Subtrop,No,-,Orientation frequency,Larvae,10,0.8,0.633,10,0.299,0.49
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in cue, Mid CO2, ctrl parents",Juvenile,148,10.811,10.9611,132,54.561,27.1718
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in cue, High CO2, ctrl parents",Juvenile,148,10.811,10.9611,145,77.027,24.4083
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in cue, Mid CO2, mid parents",Juvenile,160,10.811,11.3968,155,52.477,28.0372
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in cue, High CO2, mid parents",Juvenile,160,10.811,11.3968,161,72.523,25.7197
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in cue, Mid CO2, high parents",Juvenile,62,10.811,7.0945,60,49.775,33.145
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,Yes,Predator,"% time in cue, High CO2, high parents",Juvenile,62,10.811,7.0945,62,72.523,26.5984
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Mid CO2, ctrl parents",Juvenile,225,60.492,21.48,212,37.092,20.8502
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, High CO2, ctrl parents",Juvenile,225,60.492,21.48,222,31.499,18.6693
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Mid CO2, mid parents",Juvenile,245,60.492,22.4143,250,37.584,22.6419
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, High CO2, mid parents",Juvenile,245,60.492,22.4143,249,34.362,19.772
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, Mid CO2, high parents",Juvenile,105,60.492,14.6736,105,42.595,23.8447
a33,Welch et al,2014,2014,Effects of elevated CO2 on fish behaviour undiminished by transgenerational acclimation,Nat Clim Change,14.547,19.181,156,Strong,Acanthochromis polyacanthus,Trop,No,-,"Absolute lateralization, High CO2, high parents",Juvenile,105,60.492,14.6736,105,39.553,22.0105
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, bare substrate",Adult,5,7.811,11.6432,5,8.047,8.9979
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Gelidiella",Adult,5,9.467,17.4659,5,16.094,9.5256
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Ceramium",Adult,5,-1.183,10.0556,5,-1.183,12.1732
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Centroceras",Adult,5,-4.497,3.1752,5,-2.13,4.7628
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Laurencia",Adult,5,-1.765,1.5876,5,0.706,1.5876
a34,Bender et al,2015,2015,Effects of “Reduced” and “Business-As-Usual” CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus wardi,Trop,Yes,Food,"Feeding rate, Hypnea",Adult,5,-0.706,1.5876,5,1.765,3.1752
